"","Term","Frequence","name"
"4664","inevit",1,"BarackObama"
"4674","inextric",1,"BarackObama"
"4684","inhabit",1,"BarackObama"
"4704","innoc",1,"BarackObama"
"4717","insist",1,"BarackObama"
"4724","instead",1,"BarackObama"
"4734","institut",1,"BarackObama"
"4744","instrument",1,"BarackObama"
"4754","intend",1,"BarackObama"
"4774","invent",1,"BarackObama"
"4784","invest",1,"BarackObama"
"4794","iraq",1,"BarackObama"
"4804","irrespons",1,"BarackObama"
"4817","it—so",1,"BarackObama"
"4824","jew",1,"BarackObama"
"4864","joy",1,"BarackObama"
"4874","judg",1,"BarackObama"
"4884","judgment",1,"BarackObama"
"4924","keeper",1,"BarackObama"
"4934","khe",1,"BarackObama"
"4944","kind",1,"BarackObama"
"4964","knew",1,"BarackObama"
"4994","lab",1,"BarackObama"
"5024","lane",1,"BarackObama"
"5034","languag",1,"BarackObama"
"5074","law—for",1,"BarackObama"
"5084","lay",1,"BarackObama"
"5107","leader",1,"BarackObama"
"5124","leav",1,"BarackObama"
"5134","left",1,"BarackObama"
"5144","legaci",1,"BarackObama"
"5154","leisur",1,"BarackObama"
"5164","lend",1,"BarackObama"
"5184","lessen",1,"BarackObama"
"5217","leve",1,"BarackObama"
"5224","liber",1,"BarackObama"
"5244","lie",1,"BarackObama"
"5294","limitless",1,"BarackObama"
"5317","littl",1,"BarackObama"
"5334","local",1,"BarackObama"
"5364","look",1,"BarackObama"
"5374","lose",1,"BarackObama"
"5384","loss",1,"BarackObama"
"5404","love",1,"BarackObama"
"5424","loyalti",1,"BarackObama"
"5434","lucki",1,"BarackObama"
"5454","magnific",1,"BarackObama"
"5464","maintain",1,"BarackObama"
"5484","maker",1,"BarackObama"
"5534","margin",1,"BarackObama"
"5544","mark",1,"BarackObama"
"5564","math",1,"BarackObama"
"5574","matter",1,"BarackObama"
"5617","medicaid",1,"BarackObama"
"5624","medicar",1,"BarackObama"
"5644","member",1,"BarackObama"
"5674","mere",1,"BarackObama"
"5704","midst",1,"BarackObama"
"5724","militia",1,"BarackObama"
"5744","misfortun",1,"BarackObama"
"5754","missil",1,"BarackObama"
"5764","mistak",1,"BarackObama"
"5774","mob",1,"BarackObama"
"5784","modern",1,"BarackObama"
"5817","mother",1,"BarackObama"
"5824","mountain",1,"BarackObama"
"5854","musket",1,"BarackObama"
"5894","nag",1,"BarackObama"
"5904","naiv",1,"BarackObama"
"5924","narrow",1,"BarackObama"
"5944","necess",1,"BarackObama"
"5994","newtown",1,"BarackObama"
"6004","next",1,"BarackObama"
"6016","nobl",1,"BarackObama"
"6024","nonbeliev",1,"BarackObama"
"6034","none",1,"BarackObama"
"6044","normandi",1,"BarackObama"
"6064","nourish",1,"BarackObama"
"6084","nowher",1,"BarackObama"
"6094","nuclear",1,"BarackObama"
"6107","nurtur",1,"BarackObama"
"6134","obscur",1,"BarackObama"
"6144","ocean",1,"BarackObama"
"6154","offic",1,"BarackObama"
"6194","open",1,"BarackObama"
"6215","opportunity—until",1,"BarackObama"
"6222","order",1,"BarackObama"
"6232","origin",1,"BarackObama"
"6242","other",1,"BarackObama"
"6252","outcom",1,"BarackObama"
"6262","outlast",1,"BarackObama"
"6272","outsid",1,"BarackObama"
"6282","outworn",1,"BarackObama"
"6292","overwhelm",1,"BarackObama"
"6302","pack",1,"BarackObama"
"6315","paid",1,"BarackObama"
"6342","parti",1,"BarackObama"
"6352","partial",1,"BarackObama"
"6372","passion",1,"BarackObama"
"6382","past",1,"BarackObama"
"6392","pat",1,"BarackObama"
"6402","patchwork",1,"BarackObama"
"6432","patrol",1,"BarackObama"
"6452","peacefully—not",1,"BarackObama"
"6462","peak",1,"BarackObama"
"6482","peril",1,"BarackObama"
"6492","perpetu",1,"BarackObama"
"6515","petti",1,"BarackObama"
"6522","philadelphia",1,"BarackObama"
"6532","pick",1,"BarackObama"
"6542","pioneer",1,"BarackObama"
"6562","plan",1,"BarackObama"
"6592","pleas",1,"BarackObama"
"6602","pleasur",1,"BarackObama"
"6622","plenti",1,"BarackObama"
"6632","plow",1,"BarackObama"
"6672","possibl",1,"BarackObama"
"6682","poster",1,"BarackObama"
"6715","preacher",1,"BarackObama"
"6742","prefer",1,"BarackObama"
"6752","prejudice—not",1,"BarackObama"
"6762","prepar",1,"BarackObama"
"6792","presidenti",1,"BarackObama"
"6832","privileg",1,"BarackObama"
"6862","profound",1,"BarackObama"
"6922","prove",1,"BarackObama"
"6932","prudent",1,"BarackObama"
"6942","public",1,"BarackObama"
"6962","pursu",1,"BarackObama"
"6982","put",1,"BarackObama"
"7022","race",1,"BarackObama"
"7042","railroad",1,"BarackObama"
"7052","rais",1,"BarackObama"
"7072","raw",1,"BarackObama"
"7092","read",1,"BarackObama"
"7105","readi",1,"BarackObama"
"7132","realiti",1,"BarackObama"
"7142","realiz",1,"BarackObama"
"7152","reason",1,"BarackObama"
"7172","recit",1,"BarackObama"
"7182","recogn",1,"BarackObama"
"7192","recognit",1,"BarackObama"
"7202","recoveri",1,"BarackObama"
"7215","recrimin",1,"BarackObama"
"7222","reduc",1,"BarackObama"
"7242","refus",1,"BarackObama"
"7252","regard",1,"BarackObama"
"7262","reinvent",1,"BarackObama"
"7282","relat",1,"BarackObama"
"7292","reli",1,"BarackObama"
"7302","relinquish",1,"BarackObama"
"7342","remembr",1,"BarackObama"
"7352","remind",1,"BarackObama"
"7362","renew",1,"BarackObama"
"7372","replac",1,"BarackObama"
"7382","repres",1,"BarackObama"
"7392","republ",1,"BarackObama"
"7415","research",1,"BarackObama"
"7422","reserv",1,"BarackObama"
"7432","resili",1,"BarackObama"
"7442","resist",1,"BarackObama"
"7462","resourc",1,"BarackObama"
"7472","respect",1,"BarackObama"
"7482","respond",1,"BarackObama"
"7502","rest",1,"BarackObama"
"7515","restaur",1,"BarackObama"
"7532","restraint",1,"BarackObama"
"7542","retir",1,"BarackObama"
"7552","return",1,"BarackObama"
"7562","revamp",1,"BarackObama"
"7572","reveal",1,"BarackObama"
"7582","revolut",1,"BarackObama"
"7592","reward",1,"BarackObama"
"7602","rich",1,"BarackObama"
"7642","river",1,"BarackObama"
"7672","roll",1,"BarackObama"
"7682","rout",1,"BarackObama"
"7692","rug",1,"BarackObama"
"7714","run",1,"BarackObama"
"7722","sacr",1,"BarackObama"
"7732","sacrif",1,"BarackObama"
"7762","safeti",1,"BarackObama"
"7772","said",1,"BarackObama"
"7782","sake",1,"BarackObama"
"7792","sanh",1,"BarackObama"
"7815","satisfi",1,"BarackObama"
"7822","saw",1,"BarackObama"
"7842","scale",1,"BarackObama"
"7852","scarc",1,"BarackObama"
"7882","scriptur",1,"BarackObama"
"7892","sear",1,"BarackObama"
"7902","search",1,"BarackObama"
"7942","segreg",1,"BarackObama"
"7972","selfless",1,"BarackObama"
"7982","selma",1,"BarackObama"
"7992","seneca",1,"BarackObama"
"8002","serious",1,"BarackObama"
"8072","shed",1,"BarackObama"
"8082","shift",1,"BarackObama"
"8114","shortcut",1,"BarackObama"
"8122","shoulder",1,"BarackObama"
"8132","show",1,"BarackObama"
"8142","shown",1,"BarackObama"
"8152","shrink",1,"BarackObama"
"8162","shutter",1,"BarackObama"
"8172","sick",1,"BarackObama"
"8182","side",1,"BarackObama"
"8192","sight",1,"BarackObama"
"8202","sign",1,"BarackObama"
"8214","silenc",1,"BarackObama"
"8222","simpli",1,"BarackObama"
"8242","sister",1,"BarackObama"
"8262","skeptic",1,"BarackObama"
"8282","skin",1,"BarackObama"
"8292","slaughter",1,"BarackObama"
"8302","slave",1,"BarackObama"
"8322","smaller",1,"BarackObama"
"8332","smoke",1,"BarackObama"
"8352","social",1,"BarackObama"
"8372","soil",1,"BarackObama"
"8392","solemn",1,"BarackObama"
"8402","someday",1,"BarackObama"
"8422","sometim",1,"BarackObama"
"8432","soon",1,"BarackObama"
"8442","soul",1,"BarackObama"
"8462","sow",1,"BarackObama"
"8472","span",1,"BarackObama"
"8482","spare",1,"BarackObama"
"8492","spectacl",1,"BarackObama"
"8502","specter",1,"BarackObama"
"8515","speed",1,"BarackObama"
"8522","spend",1,"BarackObama"
"8532","spent",1,"BarackObama"
"8542","spin",1,"BarackObama"
"8562","spoke",1,"BarackObama"
"8572","spoken",1,"BarackObama"
"8582","stain",1,"BarackObama"
"8592","stairway",1,"BarackObama"
"8602","stake",1,"BarackObama"
"8611","stale",1,"BarackObama"
"8631","star",1,"BarackObama"
"8641","start",1,"BarackObama"
"8651","starv",1,"BarackObama"
"867","statist",1,"BarackObama"
"868","steel",1,"BarackObama"
"870","stonewal",1,"BarackObama"
"8721","stranger",1,"BarackObama"
"8731","strangl",1,"BarackObama"
"874","street",1,"BarackObama"
"877","strive",1,"BarackObama"
"878","strong",1,"BarackObama"
"880","struggl",1,"BarackObama"
"8811","student",1,"BarackObama"
"8821","sturdi",1,"BarackObama"
"8831","subject",1,"BarackObama"
"884","substitut",1,"BarackObama"
"887","succumb",1,"BarackObama"
"888","sudden",1,"BarackObama"
"889","suffer",1,"BarackObama"
"890","suggest",1,"BarackObama"
"8911","sum",1,"BarackObama"
"8921","sun",1,"BarackObama"
"8931","sung",1,"BarackObama"
"894","support",1,"BarackObama"
"898","suspicion",1,"BarackObama"
"899","sustain",1,"BarackObama"
"900","sweatshop",1,"BarackObama"
"9011","swept",1,"BarackObama"
"9021","swift",1,"BarackObama"
"9031","swill",1,"BarackObama"
"904","sword",1,"BarackObama"
"906","system",1,"BarackObama"
"9101","tank",1,"BarackObama"
"9121","task—to",1,"BarackObama"
"9131","tast",1,"BarackObama"
"9141","tax",1,"BarackObama"
"9151","teacher",1,"BarackObama"
"919","tenet",1,"BarackObama"
"920","terribl",1,"BarackObama"
"9211","terror",1,"BarackObama"
"926","threaten",1,"BarackObama"
"929","tide",1,"BarackObama"
"930","til",1,"BarackObama"
"9321","time—not",1,"BarackObama"
"934","tireless",1,"BarackObama"
"937","toil",1,"BarackObama"
"938","told",1,"BarackObama"
"9421","transform",1,"BarackObama"
"945","treasure—our",1,"BarackObama"
"947","tri",1,"BarackObama"
"948","tribe",1,"BarackObama"
"950","truli",1,"BarackObama"
"9531","truths—that",1,"BarackObama"
"955","twilight",1,"BarackObama"
"956","two",1,"BarackObama"
"957","tyranni",1,"BarackObama"
"959","unalien",1,"BarackObama"
"9611","unclench",1,"BarackObama"
"964","undiminish",1,"BarackObama"
"965","unfold",1,"BarackObama"
"966","uniform",1,"BarackObama"
"967","union",1,"BarackObama"
"969","uniti",1,"BarackObama"
"970","univers",1,"BarackObama"
"9721","unpleas",1,"BarackObama"
"9731","unsung",1,"BarackObama"
"974","uphold",1,"BarackObama"
"977","usher",1,"BarackObama"
"979","vice",1,"BarackObama"
"980","victim",1,"BarackObama"
"9811","victori",1,"BarackObama"
"9821","vigil",1,"BarackObama"
"9831","villag",1,"BarackObama"
"984","violenc",1,"BarackObama"
"986","vision",1,"BarackObama"
"988","voic",1,"BarackObama"
"990","vow",1,"BarackObama"
"9911","vulner",1,"BarackObama"
"9931","wait",1,"BarackObama"
"994","walk",1,"BarackObama"
"996","warm",1,"BarackObama"
"999","waterway",1,"BarackObama"
"1000","wave",1,"BarackObama"
"10011","waver",1,"BarackObama"
"10031","weak",1,"BarackObama"
"1004","weaken",1,"BarackObama"
"1006","week",1,"BarackObama"
"1007","welcom",1,"BarackObama"
"10111","whip",1,"BarackObama"
"10121","whisper",1,"BarackObama"
"10131","whose",1,"BarackObama"
"10141","wield",1,"BarackObama"
"1017","wind",1,"BarackObama"
"1019","wise",1,"BarackObama"
"1020","wit",1,"BarackObama"
"10221","wive",1,"BarackObama"
"10231","woman",1,"BarackObama"
"1025","won",1,"BarackObama"
"1026","wonder",1,"BarackObama"
"1030","workforc",1,"BarackObama"
"10321","worn",1,"BarackObama"
"10331","worst",1,"BarackObama"
"1034","wrong",1,"BarackObama"
"1036","yes",1,"BarackObama"
"1039","youth",1,"BarackObama"
"1040","action",2,"BarackObama"
"1816","ago",2,"BarackObama"
"2317","allianc",2,"BarackObama"
"3017","ambit",2,"BarackObama"
"6017","back",2,"BarackObama"
"6116","bad",2,"BarackObama"
"6814","began",2,"BarackObama"
"6914","begin",2,"BarackObama"
"7914","big",2,"BarackObama"
"8115","bind",2,"BarackObama"
"8215","birth",2,"BarackObama"
"9710","bridg",2,"BarackObama"
"9910","bring",2,"BarackObama"
"1144","capit",2,"BarackObama"
"1244","centuri",2,"BarackObama"
"1274","chanc",2,"BarackObama"
"1304","charact",2,"BarackObama"
"1317","chariti",2,"BarackObama"
"1324","charter",2,"BarackObama"
"1394","choos",2,"BarackObama"
"1544","collect",2,"BarackObama"
"1554","colleg",2,"BarackObama"
"1594","commerc",2,"BarackObama"
"1604","commit",2,"BarackObama"
"1624","communism",2,"BarackObama"
"1634","compel",2,"BarackObama"
"1684","confid",2,"BarackObama"
"1694","conflict",2,"BarackObama"
"1744","constant",2,"BarackObama"
"1764","consum",2,"BarackObama"
"1774","continu",2,"BarackObama"
"1817","cooper",2,"BarackObama"
"2124","decis",2,"BarackObama"
"2244","democraci",2,"BarackObama"
"2264","depend",2,"BarackObama"
"2304","deserv",2,"BarackObama"
"2364","die",2,"BarackObama"
"2384","difficult",2,"BarackObama"
"2504","document",2,"BarackObama"
"2554","done",2,"BarackObama"
"2717","econom",2,"BarackObama"
"2764","els",2,"BarackObama"
"2864","enemi",2,"BarackObama"
"2874","energi",2,"BarackObama"
"2994","era",2,"BarackObama"
"3004","even",2,"BarackObama"
"3084","execut",2,"BarackObama"
"3107","expand",2,"BarackObama"
"3164","faction",2,"BarackObama"
"3184","fail",2,"BarackObama"
"3194","failur",2,"BarackObama"
"3216","fair",2,"BarackObama"
"3254","fals",2,"BarackObama"
"3284","famili",2,"BarackObama"
"3317","fascism",2,"BarackObama"
"3364","feed",2,"BarackObama"
"3417","fill",2,"BarackObama"
"3574","forebear",2,"BarackObama"
"3594","forev",2,"BarackObama"
"3634","forth",2,"BarackObama"
"3864","given",2,"BarackObama"
"3884","globe",2,"BarackObama"
"4116","half",2,"BarackObama"
"4134","hand",2,"BarackObama"
"4154","har",2,"BarackObama"
"4184","hardship",2,"BarackObama"
"4194","harm",2,"BarackObama"
"4204","hatr",2,"BarackObama"
"4234","hear",2,"BarackObama"
"4244","heart",2,"BarackObama"
"4274","help",2,"BarackObama"
"4384","home",2,"BarackObama"
"4464","human",2,"BarackObama"
"4474","humbl",2,"BarackObama"
"4504","ici",2,"BarackObama"
"4544","imagin",2,"BarackObama"
"4554","immigr",2,"BarackObama"
"4694","initi",2,"BarackObama"
"4844","join",2,"BarackObama"
"4904","justic",2,"BarackObama"
"4917","keep",2,"BarackObama"
"4954","king",2,"BarackObama"
"5004","labor",2,"BarackObama"
"5044","lash",2,"BarackObama"
"5064","law",2,"BarackObama"
"5094","lead",2,"BarackObama"
"5117","learn",2,"BarackObama"
"5194","lesson",2,"BarackObama"
"5264","lift",2,"BarackObama"
"5304","line",2,"BarackObama"
"5354","longer",2,"BarackObama"
"5394","lost",2,"BarackObama"
"5417","lower",2,"BarackObama"
"5494","mall",2,"BarackObama"
"5517","manag",2,"BarackObama"
"5654","memori",2,"BarackObama"
"5694","middl",2,"BarackObama"
"5717","might",2,"BarackObama"
"5804","month",2,"BarackObama"
"5834","move",2,"BarackObama"
"5844","much",2,"BarackObama"
"5864","muslim",2,"BarackObama"
"5884","mutual",2,"BarackObama"
"5917","name",2,"BarackObama"
"5964","network",2,"BarackObama"
"6054","noth",2,"BarackObama"
"6124","oblig",2,"BarackObama"
"6164","often",2,"BarackObama"
"6202","opportun",2,"BarackObama"
"6322","parent",2,"BarackObama"
"6332","part",2,"BarackObama"
"6552","place",2,"BarackObama"
"6652","poor",2,"BarackObama"
"6662","possess",2,"BarackObama"
"6692","poverti",2,"BarackObama"
"6722","precious",2,"BarackObama"
"6732","precis",2,"BarackObama"
"6772","preserv",2,"BarackObama"
"6802","price",2,"BarackObama"
"6815","pride",2,"BarackObama"
"6842","proclaim",2,"BarackObama"
"6852","product",2,"BarackObama"
"6872","program",2,"BarackObama"
"6882","progress",2,"BarackObama"
"6972","pursuit",2,"BarackObama"
"7015","quiet",2,"BarackObama"
"7032","rage",2,"BarackObama"
"7115","reaffirm",2,"BarackObama"
"7162","recal",2,"BarackObama"
"7232","reform",2,"BarackObama"
"7272","reject",2,"BarackObama"
"7322","remak",2,"BarackObama"
"7522","restor",2,"BarackObama"
"7622","rise",2,"BarackObama"
"7662","role",2,"BarackObama"
"7742","sacrific",2,"BarackObama"
"7802","sap",2,"BarackObama"
"8015","serv",2,"BarackObama"
"8032","set",2,"BarackObama"
"8092","shore",2,"BarackObama"
"8102","short",2,"BarackObama"
"8232","singl",2,"BarackObama"
"8252","size",2,"BarackObama"
"8342","snow",2,"BarackObama"
"8362","societi",2,"BarackObama"
"8382","soldier",2,"BarackObama"
"8415","someth",2,"BarackObama"
"876","strengthen",2,"BarackObama"
"879","stronger",2,"BarackObama"
"885","succeed",2,"BarackObama"
"886","success",2,"BarackObama"
"895","sure",2,"BarackObama"
"896","surest",2,"BarackObama"
"897","surviv",2,"BarackObama"
"905","sworn",2,"BarackObama"
"909","taker",2,"BarackObama"
"917","tell",2,"BarackObama"
"918","temper",2,"BarackObama"
"9221","test",2,"BarackObama"
"927","thrive",2,"BarackObama"
"928","throughout",2,"BarackObama"
"9331","timeless",2,"BarackObama"
"940","toward",2,"BarackObama"
"9411","train",2,"BarackObama"
"9431","transit",2,"BarackObama"
"946","treat",2,"BarackObama"
"9511","trust",2,"BarackObama"
"958","ultim",2,"BarackObama"
"960","uncertain",2,"BarackObama"
"9711","unmatch",2,"BarackObama"
"976","use",2,"BarackObama"
"985","virtu",2,"BarackObama"
"987","vital",2,"BarackObama"
"989","vote",2,"BarackObama"
"9921","wage",2,"BarackObama"
"997","watch",2,"BarackObama"
"998","water",2,"BarackObama"
"1005","wealth",2,"BarackObama"
"1009","west",2,"BarackObama"
"1016","willing",2,"BarackObama"
"1018","winter",2,"BarackObama"
"1037","yet",2,"BarackObama"
"1038","young",2,"BarackObama"
"8100","across",3,"BarackObama"
"1417","afford",3,"BarackObama"
"1717","age",3,"BarackObama"
"2917","alway",3,"BarackObama"
"4117","answer",3,"BarackObama"
"7715","better",3,"BarackObama"
"9210","born",3,"BarackObama"
"9510","brave",3,"BarackObama"
"1074","busi",3,"BarackObama"
"1134","capac",3,"BarackObama"
"1224","celebr",3,"BarackObama"
"1264","challeng",3,"BarackObama"
"1354","child",3,"BarackObama"
"1384","choic",3,"BarackObama"
"1844","cost",3,"BarackObama"
"2017","danger",3,"BarackObama"
"2074","debat",3,"BarackObama"
"2134","declar",3,"BarackObama"
"2184","defens",3,"BarackObama"
"2204","defin",3,"BarackObama"
"2334","determin",3,"BarackObama"
"2416","digniti",3,"BarackObama"
"2584","drawn",3,"BarackObama"
"2674","earn",3,"BarackObama"
"3134","extend",3,"BarackObama"
"3144","eye",3,"BarackObama"
"3354","fear",3,"BarackObama"
"3724","friend",3,"BarackObama"
"3774","gather",3,"BarackObama"
"3854","give",3,"BarackObama"
"3904","good",3,"BarackObama"
"4044","grow",3,"BarackObama"
"4224","health",3,"BarackObama"
"4517","idea",3,"BarackObama"
"4634","individu",3,"BarackObama"
"4764","interest",3,"BarackObama"
"4984","knowledg",3,"BarackObama"
"5017","land",3,"BarackObama"
"5274","light",3,"BarackObama"
"5444","made",3,"BarackObama"
"5504","man",3,"BarackObama"
"5554","market",3,"BarackObama"
"5604","measur",3,"BarackObama"
"5684","met",3,"BarackObama"
"5734","mind",3,"BarackObama"
"6174","old",3,"BarackObama"
"6362","pass",3,"BarackObama"
"6422","patriot",3,"BarackObama"
"6502","person",3,"BarackObama"
"6572","planet",3,"BarackObama"
"6582","play",3,"BarackObama"
"6615","pledg",3,"BarackObama"
"6642","polit",3,"BarackObama"
"6782","presid",3,"BarackObama"
"6915","protect",3,"BarackObama"
"6992","qualiti",3,"BarackObama"
"7002","question",3,"BarackObama"
"7082","reach",3,"BarackObama"
"7122","real",3,"BarackObama"
"7332","rememb",3,"BarackObama"
"7452","resolv",3,"BarackObama"
"7632","risk",3,"BarackObama"
"7652","road",3,"BarackObama"
"7752","safe",3,"BarackObama"
"7872","scienc",3,"BarackObama"
"7922","see",3,"BarackObama"
"7952","seiz",3,"BarackObama"
"7962","self",3,"BarackObama"
"8042","settl",3,"BarackObama"
"8052","shall",3,"BarackObama"
"8062","shape",3,"BarackObama"
"8272","skill",3,"BarackObama"
"8315","small",3,"BarackObama"
"8452","sourc",3,"BarackObama"
"875","strength",3,"BarackObama"
"907","take",3,"BarackObama"
"908","taken",3,"BarackObama"
"9111","task",3,"BarackObama"
"916","technolog",3,"BarackObama"
"925","threat",3,"BarackObama"
"939","toler",3,"BarackObama"
"944","travel",3,"BarackObama"
"9521","truth",3,"BarackObama"
"954","turn",3,"BarackObama"
"9631","understood",3,"BarackObama"
"10211","without",3,"BarackObama"
"1029","worker",3,"BarackObama"
"1116","advanc",4,"BarackObama"
"2417","alon",4,"BarackObama"
"2817","also",4,"BarackObama"
"8710","bless",4,"BarackObama"
"8810","blood",4,"BarackObama"
"1044","build",4,"BarackObama"
"1084","call",4,"BarackObama"
"1574","come",4,"BarackObama"
"1884","creat",4,"BarackObama"
"2374","differ",4,"BarackObama"
"2654","duti",4,"BarackObama"
"2724","economi",4,"BarackObama"
"2744","effort",4,"BarackObama"
"3044","evid",4,"BarackObama"
"3294","far",4,"BarackObama"
"3374","fellow",4,"BarackObama"
"3434","find",4,"BarackObama"
"3654","forward",4,"BarackObama"
